event,eco_mean,eco_median,eco_5,eco_95,fatality_mean,fatality_median,fatality_5,fatality_95
Albania_26-11-2019,705.6459120666667,410.7095,44.30531,2330.1629999999996,380.74562097999996,161.728,9.9454355,1458.5714999999996
Croatia_22-3-2020,648.2040706666667,264.99,14.261385,2443.2634999999996,130.75563553966668,36.553700000000006,0.6412741500000001,559.9177999999999
Croatia_29-12-2020,2983.7203106666666,2130.455,438.3287,7920.968499999998,229.81119619999996,156.9795,32.08425,609.5689499999988
Cyprus_09-10-1996,939.7091199666667,486.0485,30.79172,3270.7294999999995,12.390511353400003,5.984245,0.28812805,43.729369999999996
Germany_13-4-1992,484.440957586,132.0465,5.433527000000001,2045.5784999999987,10.918079053753333,1.86812,0.0184298,48.59836999999998
Greece_03-2-2014_2,265.95192924,165.0995,14.245095,824.2429499999998,13.312637103266665,7.496215,0.4750805,44.1434
Greece_07-9-1999,18246.648878,13124.2,1483.9615,51216.45499999999,648.66406354,402.91049999999996,29.78772,2045.9189999999999
Greece_12-6-2017,334.58341535333335,187.4885,21.420825,1112.9215,6.583958340333333,3.18454,0.18786955,22.842884999999995
Greece_13-5-1995,992.406882,570.343,65.51208000000001,3318.7144999999996,30.318457664666667,16.1267,1.4283,102.75774999999997
Greece_13-9-1986,1139.3552641333335,942.789,194.15705,2674.778,41.48951744666667,33.0343,5.490959,100.02874999999999
Greece_15-6-1995,1238.4008832,791.515,117.95865,3694.122499999999,136.51417745999998,79.05785,9.021097,434.14939999999996
Greece_16-10-1988,193.43988176,83.1874,4.875503,762.2817499999999,3.2981623231,1.1299899999999998,0.029947335,14.404709999999996
Greece_17-11-2015,593.9084758066666,398.2765,56.26749,1744.9045,12.4183074552,7.317495,0.6877792500000001,40.743514999999995
Greece_24-2-1981_1,2219.2787073333334,1461.46,313.1477,6699.5345,237.8077644666667,149.1815,27.785345,727.8720999999996
Greece_25-2-1981_2,3013.828441466667,1546.0,141.64385,10450.07,292.54370939333336,127.822,9.792533500000001,1103.8749999999998
Greece_26-1-2014_1,378.48124884,250.832,23.73232,1169.796,5.027480711466667,2.870545,0.18186165,16.792064999999997
Greece_30-10-2020,365.51197856,234.117,29.523845,1107.02,6.9938975698,3.9988399999999995,0.3122133,23.057204999999996
Iceland_17-6-2000,320.33461500133336,101.126,4.8067955,1369.7499999999993,1.1829179500213332,0.192637,0.002735902,5.843281999999994
Iceland_20-6-2000,257.59365137333333,145.938,16.877385,849.4655499999999,8.5450857216,5.399240000000001,0.40119225000000003,26.381525
Iceland_29-5-2008,196.139728,182.934,106.55845,350.84514999999976,1.056861075,0.951433,0.36710795,2.1945559999999986
Italy_01-11-2002_2,80.2091635,75.2107,49.30205,129.63574999999994,0.892096495,0.7129570000000001,0.25263159999999996,2.2917869999999994
Italy_06-4-2009_1,5523.411246,4085.17,1146.26,14064.549999999996,417.8643791333333,323.644,82.04741000000001,1007.8489999999995
Italy_07-4-2009_2,504.71432702666664,266.473,26.175895,1681.957999999999,8.493707642,3.577575,0.13365555,32.522634999999994
Italy_13-12-1990,554.07680792,193.5565,8.761863,2217.443999999998,25.303218199321336,5.064095,0.034360510000000004,112.54385
Italy_14-10-1997_3,1986.8344731333334,1033.85,109.74475,6834.662999999999,31.782278070666663,13.986799999999999,0.8220218,119.88874999999996
Italy_18-1-2017,2437.074268,1334.31,212.4266,8036.542499999992,43.19677896533333,23.37495,3.297736,145.98429999999993
Italy_20-5-2012_1,14506.68285,9640.77,1724.443,41279.14,877.0422785333333,536.9385,78.10458,2685.565
Italy_23-11-1980,20074.22507466667,12836.1,1733.6005,59068.155,927.5922151999999,532.0745,53.996095000000004,2933.826
Italy_24-11-2004,215.72218650960002,77.4528,3.59916,858.358149999999,9.949915213939601,2.3224299999999998,0.016398075,45.299845
Italy_24-8-2016,3296.4268688,1678.245,231.76415,11830.675,184.2539899266667,85.68430000000001,11.05859,701.7113499999999
Italy_26-10-2016_1,3170.277151866667,1701.185,219.17425,10925.569999999998,52.263356088,24.5479,2.7538440000000004,190.94909999999993
Italy_26-9-1997_1,2971.7724453333335,1716.365,233.1693,9541.9345,180.18376413333334,91.7753,8.431787,614.30815
Italy_26-9-1997_2,1676.3341135333333,935.3895,114.8548,5352.42,26.648703599333338,12.269749999999998,0.9411838499999999,92.72814
Italy_29-5-2012_2,11592.4337,8224.05,1687.2605,32082.8,215.35080826666663,143.9855,26.205175,630.9762499999997
Italy_30-10-2016_2,6363.099351133334,3128.205,392.1132,22349.524999999998,107.19723728466667,46.808400000000006,4.962536,400.82895
Italy_31-10-2002_1,1087.2216698533332,482.365,35.08613,4052.944,16.914082461533333,5.35616,0.15189045,72.149605
Netherlands_13-4-1992,2438.788675733333,1083.09,77.476895,9447.210999999996,177.77582648093335,58.6079,1.5822395,778.136
Romania_30-5-1990_1,14795.1075,14761.8,12949.855,16725.385,1390.69575,1368.9699999999998,1106.986,1720.1509999999998
Romania_31-5-1990_2,38.8546705,37.3152,26.3937,56.58832999999999,4.5907656999999995,4.070545,2.0342875,8.221136499999998
Serbia_03-11-2010,916.9985956666666,719.5695,135.7044,2245.322,237.74792653999998,178.781,24.02131,612.9964499999999
Spain_25-1-2016,44.56364114628206,5.23817,0.003299462000000002,231.5956,1.5258502834452308,0.027773449999999998,1.14071e-06,8.09628
Turkey_01-10-1995,310.3752047866667,172.8325,18.787265,1047.216,76.57835142466666,32.9487,2.1221835000000002,284.19584999999995
Turkey_12-11-1999,843.7065044666667,603.2825,118.12305,2248.2285,421.2657539333333,300.3975,49.82997,1141.0624999999998
Turkey_13-3-1992,324.43558393333336,268.5105,56.399455,756.46625,115.50636508666666,92.3125,13.41591,286.26469999999995
Turkey_17-8-1999,21348.740466666666,15481.1,3259.6155,57763.674999999996,17197.712066666667,12186.0,2600.52,48046.05999999999
Turkey_23-10-2011,724.1580356666666,585.4805,137.49005,1710.1165,474.13731453333327,370.7635,64.34981499999999,1186.7964999999997
Turkey_27-6-1998,1741.2217968666666,1219.61,136.06275,4992.064999999999,653.32730506,416.172,33.289135,2054.4314999999992
Turkey_30-10-2020,1862.479603,962.9045,83.718975,6508.877499999997,419.88753567733335,170.2605,7.986637000000001,1674.4929999999988
